Delta,J,M^2,Ms^2,N,O^2,delta_E,energy0,energy1,energy2,energy3,energy4,energy5,energy6,energy7,energy8,energy9,h,identity,k
0.0,0.7894736842105263,1.0,0.020408163265306128,7,3.1607469485697104,3.157894736842114,-5.526315789473694,-2.3684210526315796,-2.3684210526315805,-5.5263157894736885,-5.526315789473687,-5.526315789473686,-2.3684210526315774,-5.5263157894736885,-5.526315789473678,-2.368421052631582,0,0.9998966962154932,0
0.0,0.8421052631578947,0.9999999999999994,0.020408163265306117,7,1.9662489567454555,0.0,-5.894736842105263,-5.894736842105263,-5.894736842105263,-2.5263157894736863,-2.526315789473685,-2.526315789473684,-5.894736842105272,-5.89473684210526,-5.894736842105258,-5.894736842105275,0,0.9932441727373116,0
0.0,0.894736842105263,1.0000000000000002,0.02040816326530613,7,3.232414130833396,8.881784197001252e-16,-6.263157894736845,-6.263157894736844,-6.263157894736838,-6.263157894736851,-2.6842105263157916,-6.2631578947368505,-6.263157894736844,-6.26315789473684,-6.263157894736841,-6.263157894736842,0,0.9936618921899856,0
0.0,0.9473684210526315,1.0,0.02040816326530613,7,2.8689888122136074,-7.105427357601002e-15,-6.631578947368419,-6.631578947368426,-6.631578947368418,-6.6315789473684426,-6.631578947368415,-6.631578947368433,-6.6315789473684275,-6.631578947368428,-6.631578947368421,-6.6315789473684195,0,0.9997957838894691,0
0.0,1.0,0.9999999999999996,0.020408163265306117,7,2.893559483697996,4.000000000000005,-7.000000000000005,-3.0000000000000004,-2.999999999999999,-3.0000000000000013,-7.000000000000011,-6.999999999999998,-7.000000000000004,-3.000000000000001,-6.999999999999999,-7.000000000000007,0,0.9812112323602223,0
0.10526315789473684,0.0,1.0000000000000162,0.02040816326530646,7,6.548917339522415,0.01590565713719455,-0.4611880281615687,-0.4452823710243741,-0.40627009761167143,-0.44528237102437257,-0.46118802816157467,-0.3642292895795042,-0.46118802816156346,-0.4611880281615652,-0.310386127208885,-0.2910827728215727,0,0.44272881574375056,0
0.10526315789473684,0.05263157894736842,1.0000000000000036,0.0204081632653062,7,6.548917339522332,-3.3306690738754696e-15,-0.8296090807931433,-0.8296090807931467,-0.6031771078664725,-0.8296090807931402,-0.5004168776487123,-0.6031771078664697,-0.8296090807931362,-0.6469211906383866,-0.6469211906383789,-0.6469211906383776,0,0.5416398762232892,0
0.10526315789473684,0.10526315789473684,1.000000000000004,0.020408163265306208,7,6.5489173395223315,-8.43769498715119e-15,-1.1980301334247216,-1.19803013342473,-1.015342243269974,-1.1980301334247254,-0.8688379302802962,-1.1980301334247239,-0.8688379302802972,-1.0153422432699646,-1.0153422432699613,-1.0153422432699604,0,0.24306969089434982,0
0.10526315789473684,0.15789473684210525,1.000000000000003,0.020408163265306194,7,6.548917339522327,0.18268789015474174,-1.5664511860563048,-1.383763295901563,-1.5664511860563146,-1.5664511860563124,-1.3837632959015587,-1.5664511860563166,-1.3837632959015502,-1.2372589829118879,-1.2372589829118965,-1.3837632959015431,0,0.7906249649053715,0
0.10526315789473684,0.21052631578947367,1.000000000000007,0.020408163265306273,7,6.548917339522356,0.18268789015473375,-1.9348722386878907,-1.752184348533157,-1.9348722386879262,-1.6056800355434777,-1.752184348533161,-1.93487223868791,-1.9348722386878896,-1.6056800355434926,-1.7521843485331299,-1.7521843485331239,0,0.9326828228937747,0
0.10526315789473684,0.2631578947368421,1.000000000000011,0.020408163265306357,7,6.548917339522384,0.18268789015472997,-2.3032932913194832,-2.1206054011647533,-2.303293291319507,-2.1206054011647706,-2.3032932913194903,-2.120605401164722,-2.3032932913194855,-1.9741010881750656,-1.97410108817507,-2.1206054011647186,0,0.9899086077236401,0
0.10526315789473684,0.3157894736842105,1.0000000000000084,0.0204081632653063,7,6.548917339522364,0.18268789015471398,-2.6717143439510593,-2.4890264537963454,-2.6717143439511037,-2.6717143439510633,-2.4890264537963644,-2.342522140806649,-2.6717143439510607,-2.4890264537963147,-2.3425221408066697,-2.4890264537963005,0,0.8587088632025515,0
0.10526315789473684,0.3684210526315789,1.000000000000012,0.020408163265306374,7,6.548917339522391,0.1826878901547091,-3.0401353965826483,-2.857447506427939,-3.040135396582705,-2.8574475064279485,-2.7109431934382675,-3.0401353965826714,-3.0401353965826474,-2.857447506427925,-2.7109431934382653,-2.8574475064278837,0,0.42874142404938786,0
0.10526315789473684,0.42105263157894735,1.0000000000000107,0.020408163265306346,7,6.54891733952238,0.182687890154702,-3.4085564492142253,-3.2258685590595233,-3.408556449214299,-3.408556449214252,-3.0793642460698476,-3.4085564492142444,-3.0793642460698605,-3.2258685590595353,-3.225868559059482,-3.2258685590594642,0,0.8366724780304358,0
0.10526315789473684,0.47368421052631576,1.000000000000009,0.020408163265306315,7,6.548917339522365,0.1826878901547011,-3.7769775018458045,-3.5942896116911034,-3.7769775018458835,-3.4477852987014166,-3.7769775018458414,-3.776977501845805,-3.447785298701432,-3.594289611691142,-3.594289611691096,-3.594289611691044,0,0.7929109016960457,0
0.10526315789473684,0.5263157894736842,1.000000000000011,0.020408163265306353,7,6.548917339522385,0.18268789015466025,-4.14539855447737,-3.9627106643227097,-4.145398554477464,-4.14539855447742,-3.96271066432275,-4.145398554477431,-3.816206351333019,-3.9627106643226884,-3.962710664322625,-3.8162063513330633,0,0.9587511984009404,0
0.10526315789473684,0.5789473684210527,1.000000000000011,0.020408163265306357,7,6.548917339522388,0.18268789015465625,-4.513819607108966,-4.331131716954309,-4.513819607109093,-4.513819607109042,-4.331131716954369,-4.184627403964639,-4.513819607109002,-4.331131716954284,-4.184627403964646,-4.3311317169542205,0,0.699067575905453,0
0.10526315789473684,0.631578947368421,1.0000000000000084,0.020408163265306298,7,6.54891733952236,0.18268789015465448,-4.882240659740549,-4.699552769585894,-4.882240659740673,-4.6995527695859485,-4.882240659740655,-4.6995527695858765,-4.882240659740602,-4.699552769585812,-4.553048456596255,-4.553048456596248,0,0.9757038812472392,0
0.10526315789473684,0.6842105263157894,1.0000000000000109,0.020408163265306353,7,6.548917339522394,0.18268789015464826,-5.250661712372146,-5.067973822217498,-5.250661712372274,-5.067973822217519,-4.921469509227813,-5.250661712372215,-4.921469509227844,-5.250661712372185,-5.067973822217464,-5.067973822217415,0,0.4507635847350281,0
0.10526315789473684,0.7368421052631579,1.000000000000011,0.020408163265306357,7,6.548917339522372,0.18268789015460474,-5.6190827650037125,-5.436394874849108,-5.619082765003842,-5.619082765003787,-5.289890561859393,-5.619082765003751,-5.289890561859471,-5.4363948748491255,-5.4363948748491175,-5.4363948748489825,0,0.8488971498964397,0
0.10526315789473684,0.7894736842105263,1.0000000000000107,0.020408163265306346,7,6.548917339522404,0.1826878901546376,-5.987503817635314,-5.804815927480677,-5.987503817635483,-5.804815927480725,-5.98750381763539,-5.804815927480607,-5.987503817635366,-5.804815927480571,-5.658311614491038,-5.658311614491051,0,0.9912125422777032,0
0.10526315789473684,0.8421052631578947,1.0000000000000089,0.020408163265306305,7,6.548917339522367,0.18268789015462783,-6.355924870266889,-6.173236980112261,-6.355924870266999,-6.0267326671225545,-6.355924870266971,-6.173236980112314,-6.173236980112268,-6.355924870266919,-6.173236980112173,-6.0267326671226025,0,0.5073914024722913,0
0.10526315789473684,0.894736842105263,1.0000000000000113,0.02040816326530636,7,6.548917339522385,0.18268789015461717,-6.724345922898469,-6.541658032743852,-6.724345922898654,-6.541658032743908,-6.541658032743804,-6.7243459228985545,-6.724345922898474,-6.541658032743711,-6.395153719754202,-6.395153719754228,0,0.9533685642682767,0
0.10526315789473684,0.9473684210526315,1.0000000000000129,0.020408163265306395,7,6.5489173395224025,-1.2967404927621828e-13,-7.092766975530057,-7.0927669755301865,-6.763574772385801,-6.763574772385711,-7.092766975530127,-7.092766975530062,-6.910079085375423,-6.910079085375533,-6.910079085375448,-6.9100790853753145,0,0.9686779011149708,0
0.10526315789473684,1.0,1.0000000000000158,0.02040816326530645,7,6.548917339522424,0.18268789015454878,-7.461188028161678,-7.2785001380071295,-7.461188028161875,-7.461188028161749,-7.278500138007162,-7.131995825017417,-7.461188028161707,-7.278500138007012,-7.131995825017482,-7.278500138006912,0,0.6913805975279358,0
0.21052631578947367,0.0,1.0000000000000127,0.020408163265306388,7,6.548917339522391,0.03181131427439143,-0.9223760563231339,-0.8905647420487425,-0.8125401952233393,-0.8905647420487445,-0.9223760563231452,-0.7284585791589993,-0.9223760563231256,-0.9223760563231242,-0.6207722544177651,-0.5821655456431426,0,0.9978855119752106,0
0.21052631578947367,0.05263157894736842,1.0000000000000053,0.020408163265306235,7,6.548917339522342,-1.2878587085651816e-14,-1.2907971089547055,-1.2907971089547183,-1.0484594788908337,-1.0484594788908272,-1.2907971089547012,-1.2907971089547046,-0.7599086162759564,-0.9254213286451894,-0.9254213286451765,-0.9254213286451796,0,0.2977906870733398,0
0.21052631578947367,0.10526315789473684,1.000000000000005,0.020408163265306235,7,6.54891733952234,1.7763568394002505e-15,-1.6592181615862867,-1.6592181615862849,-1.2063542157329512,-1.6592181615862827,-1.6592181615862798,-1.0008337552974274,-1.2063542157329403,-1.293842381276773,-1.2938423812767634,-1.2938423812767539,0,0.8931158136602858,0
0.21052631578947367,0.15789473684210525,1.0000000000000058,0.020408163265306253,7,6.548917339522347,-1.199040866595169e-14,-2.027639214217873,-2.027639214217885,-1.6622634339083773,-2.0276392142178667,-2.0276392142178734,-1.369254807929006,-1.6622634339083489,-1.662263433908347,-1.662263433908349,-1.3692548079289997,0,0.48250882019303065,0
0.21052631578947367,0.21052631578947367,1.000000000000007,0.02040816326530627,7,6.5489173395223546,-1.9984014443252818e-14,-2.3960602668494486,-2.3960602668494686,-2.0306844865399585,-2.3960602668494646,-2.030684486539925,-2.3960602668494504,-2.0306844865399305,-2.0306844865399105,-1.737675860560595,-1.7376758605605844,0,0.33447118057966574,0
0.21052631578947367,0.2631578947368421,1.000000000000003,0.020408163265306194,7,6.548917339522326,0.36537578030949813,-2.7644813194810274,-2.3991055391715292,-2.7644813194810443,-2.7644813194810363,-2.3991055391715195,-2.1060969131921796,-2.764481319481023,-2.399105539171509,-2.106096913192178,-2.399105539171492,0,0.7691990803073909,0
0.21052631578947367,0.3157894736842105,1.0000000000000053,0.02040816326530624,7,6.548917339522345,0.3653757803094839,-3.13290237211262,-2.767526591803136,-3.1329023721126337,-2.4745179658238046,-3.1329023721126426,-2.7675265918031284,-3.1329023721126306,-2.4745179658237664,-2.767526591803092,-2.7675265918030973,0,0.4432852215852676,0
0.21052631578947367,0.3684210526315789,1.0000000000000047,0.02040816326530622,7,6.5489173395223395,0.3653757803094808,-3.5013234247441907,-3.13594764443471,-3.5013234247442218,-3.5013234247442333,-3.1359476444347276,-2.842939018455369,-3.5013234247442266,-2.842939018455373,-3.1359476444346948,-3.1359476444346726,0,0.9840185018080372,0
0.21052631578947367,0.42105263157894735,1.000000000000011,0.020408163265306357,7,6.54891733952238,0.3653757803094817,-3.8697444773757845,-3.504368697066303,-3.8697444773758263,-3.8697444773758,-3.211360071086968,-3.8697444773758094,-3.5043686970663206,-3.5043686970662735,-3.2113600710869625,-3.5043686970662584,0,0.6144728620716571,0
0.21052631578947367,0.47368421052631576,1.0000000000000078,0.02040816326530629,7,6.548917339522356,0.36537578030947016,-4.238165530007353,-3.872789749697883,-4.238165530007439,-4.238165530007403,-3.87278974969792,-3.579781123718574,-4.238165530007396,-3.5797811237185937,-3.872789749697844,-3.872789749697855,0,0.8885525190431927,0
0.21052631578947367,0.5263157894736842,1.000000000000008,0.02040816326530629,7,6.54891733952236,0.36537578030942264,-4.606586582638924,-4.241210802329501,-4.606586582638994,-4.241210802329516,-4.606586582638991,-3.9482021763501485,-4.241210802329468,-4.6065865826389585,-3.948202176350132,-4.2412108023294275,0,0.9937589358677058,0
0.21052631578947367,0.5789473684210527,1.0000000000000062,0.020408163265306256,7,6.548917339522346,0.3653757803094413,-4.975007635270525,-4.6096318549610835,-4.975007635270612,-4.975007635270544,-4.609631854961099,-4.316623228981725,-4.9750076352705195,-4.609631854961038,-4.316623228981722,-4.609631854961,0,0.33084931464606815,0
0.21052631578947367,0.631578947368421,1.0000000000000089,0.020408163265306305,7,6.548917339522368,0.36537578030943507,-5.343428687902116,-4.978052907592681,-5.343428687902226,-4.68504428161335,-5.343428687902166,-5.343428687902143,-4.9780529075927245,-4.685044281613359,-4.97805290759262,-4.978052907592606,0,0.9097278685025707,0
0.21052631578947367,0.6842105263157894,1.0000000000000089,0.020408163265306308,7,6.548917339522358,0.36537578030941464,-5.7118497405336965,-5.346473960224282,-5.711849740533812,-5.3464739602242926,-5.71184974053373,-5.346473960224192,-5.711849740533726,-5.053465334244907,-5.053465334244928,-5.3464739602241655,0,0.6702955314366277,0
0.21052631578947367,0.7368421052631579,1.0000000000000093,0.02040816326530632,7,6.548917339522367,0.3653757803093933,-6.080270793165286,-5.714895012855893,-6.080270793165393,-5.421886386876538,-5.714895012855898,-6.080270793165322,-5.421886386876532,-5.7148950128558225,-6.080270793165284,-5.7148950128557505,0,0.9910982367704244,0
0.21052631578947367,0.7894736842105263,1.0000000000000075,0.020408163265306287,7,6.54891733952236,0.3653757803093871,-6.448691845796863,-6.083316065487476,-6.448691845796955,-6.448691845796949,-6.0833160654875025,-5.79030743950815,-6.4486918457968905,-6.0833160654874066,-5.790307439508176,-6.083316065487349,0,0.9176269599703509,0
0.21052631578947367,0.8421052631578947,1.000000000000007,0.020408163265306277,7,6.548917339522351,0.3653757803093942,-6.817112898428434,-6.4517371181190395,-6.817112898428597,-6.4517371181191105,-6.81711289842848,-6.158728492139696,-6.817112898428454,-6.158728492139689,-6.451737118118978,-6.45173711811893,0,0.6481361762484232,0
0.21052631578947367,0.894736842105263,1.000000000000008,0.020408163265306294,7,6.548917339522362,0.3653757803093818,-7.185533951060007,-6.820158170750625,-7.18553395106019,-6.5271495447712935,-7.185533951060044,-7.185533951060096,-6.527149544771252,-6.8201581707506795,-6.820158170750599,-6.8201581707504815,0,0.8829844033309544,0
0.21052631578947367,0.9473684210526315,1.0000000000000113,0.02040816326530636,7,6.548917339522382,0.3653757803093498,-7.553955003691647,-7.188579223382297,-7.553955003691718,-7.553955003691688,-6.895570597402923,-7.553955003691644,-6.89557059740296,-7.188579223382262,-7.188579223382128,-7.188579223382111,0,0.9999413847000014,0
0.21052631578947367,1.0,1.0000000000000087,0.020408163265306305,7,6.548917339522373,0.36537578030937556,-7.922376056323196,-7.55700027601382,-7.9223760563233165,-7.922376056323243,-7.263991650034501,-7.922376056323196,-7.263991650034524,-7.557000276013854,-7.557000276013775,-7.557000276013662,0,0.8238414092215833,0
0.3157894736842105,0.0,1.0000000000000133,0.02040816326530641,7,6.548917339522398,0.04771697141157638,-1.3835640844846993,-1.3358471130731229,-1.2188102928350157,-1.3358471130731113,-1.383564084484718,-1.0926878687385055,-1.383564084484694,-1.3835640844846921,-0.9311583816266473,-0.8732483184647231,0,0.9911839340001727,0
0.3157894736842105,0.05263157894736842,1.0000000000000075,0.020408163265306284,7,6.54891733952236,-7.549516567451064e-15,-1.7519851371162731,-1.7519851371162807,-1.49374184991522,-1.7519851371162718,-1.4937418499151904,-1.7519851371162725,-1.1661787138876214,-1.2039214666520002,-1.203921466651984,-1.2039214666519813,0,0.9948408496857825,0
0.3157894736842105,0.10526315789473684,1.0000000000000049,0.02040816326530623,7,6.54891733952234,-6.661338147750939e-15,-2.12040618974785,-2.1204061897478566,-1.6516365867573173,-2.1204061897478486,-1.6516365867572942,-1.572342519283564,-1.5723425192835623,-2.1204061897478446,-1.189037792148941,-1.572342519283558,0,0.999450669087688,0
0.3157894736842105,0.15789473684210525,1.0000000000000044,0.020408163265306218,7,6.548917339522338,-1.199040866595169e-14,-2.4888272423794304,-2.4888272423794424,-2.488827242379428,-1.8095313235994381,-2.4888272423794455,-1.8095313235994352,-1.940763571915173,-1.9407635719151553,-1.9407635719151497,-1.9407635719151408,0,0.9848754939061505,0
0.3157894736842105,0.21052631578947367,1.000000000000005,0.02040816326530623,7,6.548917339522342,-8.43769498715119e-15,-2.8572482950110154,-2.857248295011024,-2.309184624546754,-2.309184624546735,-1.9674260604415243,-2.8572482950109945,-2.857248295010994,-2.309184624546715,-1.967426060441501,-2.3091846245467194,0,0.4011403741464854,0
0.3157894736842105,0.2631578947368421,1.0000000000000038,0.0204081632653062,7,6.548917339522332,-9.769962616701378e-15,-3.225669347642587,-3.225669347642597,-2.6776056771783336,-3.225669347642591,-3.2256693476425897,-2.677605677178306,-2.6776056771782946,-2.677605677178306,-2.238092738209315,-2.238092738209298,0,0.9919269129246329,0
0.3157894736842105,0.3157894736842105,1.0000000000000062,0.02040816326530626,7,6.5489173395223474,-2.1760371282653068e-14,-3.5940904002741787,-3.5940904002742005,-3.0460267298099377,-3.0460267298098898,-2.6065137908409044,-3.5940904002741894,-3.59409040027417,-2.6065137908408995,-3.0460267298098933,-3.0460267298098795,0,0.6583794734796042,0
0.3157894736842105,0.3684210526315789,1.0000000000000067,0.020408163265306263,7,6.548917339522353,0.5480636704642365,-3.9625114529057597,-3.414447782441523,-3.962511452905773,-2.9749348434724805,-3.4144477824414814,-3.9625114529057806,-3.962511452905755,-2.9749348434724983,-3.4144477824414854,-3.41444778244147,0,0.5883829264196285,0
0.3157894736842105,0.42105263157894735,1.0000000000000058,0.020408163265306246,7,6.548917339522347,0.5480636704642268,-4.33093250553733,-3.7828688350731032,-4.330932505537358,-4.33093250553735,-3.3433558961040744,-3.7828688350730646,-4.330932505537329,-3.343355896104082,-3.782868835073031,-3.782868835073047,0,0.8852746026910139,0
0.3157894736842105,0.47368421052631576,1.0000000000000044,0.02040816326530622,7,6.5489173395223395,0.5480636704642228,-4.699353558168916,-4.151289887704693,-4.699353558168965,-3.7117769487356567,-4.1512898877046975,-4.699353558168919,-4.699353558168957,-4.151289887704626,-3.71177694873566,-4.151289887704625,0,0.4412061010708984,0
0.3157894736842105,0.5263157894736842,1.0000000000000058,0.02040816326530625,7,6.548917339522346,0.5480636704641846,-5.067774610800491,-4.5197109403363065,-5.067774610800548,-5.06777461080052,-4.519710940336256,-5.0677746108005275,-4.519710940336233,-4.0801980013672745,-4.080198001367297,-4.519710940336205,0,0.3966156375317911,0
0.3157894736842105,0.5789473684210527,1.000000000000012,0.020408163265306374,7,6.5489173395223865,0.5480636704642148,-5.436195663432111,-4.888131992967896,-5.436195663432106,-4.448619053998864,-4.888131992967878,-5.436195663432115,-5.43619566343209,-4.888131992967827,-4.448619053998863,-4.888131992967806,0,0.977354847337818,0
0.3157894736842105,0.631578947368421,1.000000000000007,0.020408163265306273,7,6.548917339522357,0.5480636704641846,-5.80461671606366,-5.256553045599476,-5.804616716063726,-5.8046167160637365,-5.256553045599464,-4.817040106630493,-5.8046167160636655,-5.256553045599353,-4.817040106630502,-5.2565530455993885,0,0.4362532610294477,0
0.3157894736842105,0.6842105263157894,1.0000000000000073,0.020408163265306277,7,6.548917339522353,0.5480636704641988,-6.173037768695259,-5.6249740982310605,-6.173037768695343,-5.185461159262029,-5.6249740982310765,-6.173037768695317,-6.173037768695284,-5.624974098230968,-5.185461159262064,-5.6249740982309735,0,0.9722132532596991,0
0.3157894736842105,0.7368421052631579,1.0000000000000016,0.020408163265306162,7,6.5489173395223155,0.5480636704641819,-6.541458821326805,-5.993395150862623,-6.541458821326907,-5.553882211893616,-5.993395150862657,-6.54145882132687,-6.541458821326839,-5.5538822118936295,-5.993395150862579,-5.993395150862509,0,0.5666984178035909,0
0.3157894736842105,0.7894736842105263,1.0000000000000115,0.02040816326530636,7,6.5489173395223865,0.5480636704642068,-6.909879873958453,-6.3618162034942465,-6.909879873958497,-6.909879873958477,-6.3618162034942625,-6.909879873958423,-6.361816203494142,-5.9223032645251985,-5.922303264525237,-6.361816203494168,0,0.693981792837395,0
0.3157894736842105,0.8421052631578947,1.0000000000000124,0.02040816326530638,7,6.54891733952239,0.5480636704641535,-7.278300926590014,-6.730237256125861,-7.278300926590148,-7.278300926590059,-6.730237256125814,-7.278300926590004,-6.730237256125736,-6.290724317156802,-6.290724317156813,-6.730237256125719,0,0.9848948689734759,0
0.3157894736842105,0.894736842105263,1.000000000000008,0.020408163265306294,7,6.548917339522362,0.5480636704641553,-7.646721979221579,-7.0986583087574235,-7.6467219792216925,-7.646721979221647,-7.098658308757426,-7.646721979221609,-7.098658308757355,-6.659145369788428,-7.098658308757332,-6.659145369788368,0,0.9946938094340604,0
0.3157894736842105,0.9473684210526315,1.0000000000000084,0.020408163265306298,7,6.5489173395223625,0.5480636704641375,-8.015143031853174,-7.467079361389037,-8.015143031853363,-8.01514303185321,-7.46707936138898,-7.027566422419968,-8.015143031853217,-7.027566422420032,-7.467079361388916,-7.467079361388869,0,0.9461376993041504,0
0.3157894736842105,1.0,1.0000000000000078,0.02040816326530629,7,6.54891733952236,0.5480636704641562,-8.383564084484762,-7.835500414020606,-8.38356408448484,-8.38356408448485,-7.835500414020661,-7.395987475051575,-8.383564084484794,-7.835500414020508,-7.395987475051597,-7.83550041402045,0,0.4800975741809953,0
0.42105263157894735,0.0,1.000000000000018,0.0204081632653065,7,6.548917339522427,0.06362262854878264,-1.8447521126462834,-1.7811294840975007,-1.6250803904466926,-1.7811294840974894,-1.8447521126462934,-1.844752112646259,-1.4569171583180045,-1.8447521126462456,-1.241544508835536,-1.164331091286293,0,0.7561084108083129,0
0.42105263157894735,0.05263157894736842,1.0000000000000089,0.02040816326530631,7,6.548917339522367,0.2741489443382574,-2.213173165277842,-1.9390242209395845,-1.9390242209395552,-2.2131731652778392,-2.2131731652778424,-1.5724488114992838,-1.4042855793706217,-2.2131731652778304,-1.4824216046587875,-1.4824216046587793,0,0.38241343694105023,0
0.42105263157894735,0.10526315789473684,1.0000000000000047,0.02040816326530623,7,6.54891733952234,-2.2648549702353193e-14,-2.5815942179094087,-2.5815942179094313,-2.096918957781679,-2.096918957781663,-2.5815942179094096,-2.5815942179094105,-1.5198172325519,-1.8508426572903847,-1.8508426572903638,-1.8508426572903607,0,0.6620787843913731,0
0.42105263157894735,0.15789473684210525,1.000000000000004,0.020408163265306208,7,6.548917339522334,-3.552713678800501e-15,-2.9500152705409923,-2.950015270540996,-2.2548136946237602,-2.2192637099219286,-2.9500152705409883,-2.2548136946237625,-2.950015270540978,-2.2192637099219534,-1.6380153018126224,-2.219263709921941,0,0.9920273606443079,0
0.42105263157894735,0.21052631578947367,1.0000000000000022,0.020408163265306176,7,6.548917339522323,-2.1316282072803006e-14,-3.318436323172565,-3.318436323172586,-3.3184363231725835,-2.4127084314659175,-3.3184363231725933,-2.587684762553558,-2.4127084314658913,-2.5876847625535486,-2.5876847625535304,-2.5876847625535215,0,0.9945411841938918,0
0.42105263157894735,0.2631578947368421,1.000000000000003,0.020408163265306194,7,6.548917339522329,-1.7763568394002505e-14,-3.6868573758041516,-3.6868573758041694,-3.6868573758041414,-2.570603168308017,-3.686857375804143,-2.5706031683079824,-2.9561058151851256,-2.956105815185087,-2.956105815185099,-2.370088563226421,0,0.8767021149832241,0
